oid,gps,location
116230,"(23.892978668213,120.68193817139,23.892777777778,120.68166666667),23.892974853516,120.6819229126",南投縣
116236,"(23.892972946167,120.68190765381)",南投縣
116249,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116254,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116258,"23.203055555556,120.325,23.20304107666,120.32529449463,23.203092575073,120.32523345947,23.203010559082,120.32532501221,23.203014373779,120.32528686523,23.203145980835,120.32521820068,23.203052520752,120.32528686523,23.203134536743,120.32520294189,23.203100204468,120.32522583008,23.203117370605,120.32522583008,23.203088760376,120.32526397705,23.203025817871,120.32528686523,23.203058242798,120.32527923584,23.203056335449,120.32530975342,23.203128814697,120.32522583008,23.203090667725,120.32527160645,23.203105926514,120.32523345947,23.203048706055,120.32528686523,23.203037261963,120.32527160645,23.203077316284,120.32527923584,23.203130722046,120.32523345947,23.203035354614,120.32530212402),23.203056335449,120.32524871826,23.203054428101,120.32527160645,23.203117370605,120.32524871826,23.203107833862,120.32524108887,23.203119277954,120.32524108887,23.203155517578,120.32518005371,23.203117370605,120.32523345947,23.203157424927,120.32518768311,23.203056335449,120.32528686523,23.203037261963,120.32530212402,23.203055555556,120.32527777778,23.203132629395,120.32522583008,(23.203060150146,120.32530212402,23.203107833862,120.32525634766,23.203029632568,120.32530212402,23.203094482422,120.32527160645,23.203094482422,120.32525634766,23.20304107666,120.32530975342,23.203126907349,120.32521820068",台南市
116259,"(24.173034667969,120.67824554443)",台中市
116261,"(24.172901153564,120.67817687988)",台中市
116265,"(24.17303276062,120.67824554443)",台中市
116269,"23.646944444444,120.53333333333),23.647974014282,120.53350830078,23.646944444444,120.53305555556,23.647127151489,120.53340911865,(23.647031784058,120.53336334229,23.647222222222,120.53333333333,23.647413253784,120.53345489502",雲林縣
11627,"(24.967222222222,121.54388888889,24.967245101929,121.54404449463)",新北市
116271,"(23.904764175415,120.68431091309)",南投縣
116273,"(23.904764175415,120.68431091309)",南投縣
116275,"(23.892978668213,120.68193817139)",南投縣
116285,"23.892777777778,120.68194444444),(24.17303276062,120.67823791504,23.892777777778,120.68166666667,23.8925,120.68166666667",南投縣
116289,"(23.904764175415,120.68431091309,24.173042297363,120.6782989502)",南投縣
11629,"(24.967222222222,121.54388888889,24.967245101929,121.54404449463)",新北市
116292,"23.892777777778,120.68166666667),(23.89298248291,120.68193817139",南投縣
116295,"23.892972946167,120.68190765381,23.892978668213,120.6819229126),23.892777777778,120.68166666667,(23.89298248291,120.68193817139",南投縣
116301,"23.892777777778,120.68194444444),(23.904764175415,120.68431091309,23.892777777778,120.68166666667,23.8925,120.68166666667",南投縣
116305,"(24.173044204712,120.67823028564)",台中市
11632,"(24.967222222222,121.54388888889)",新北市
116322,"(24.172946929932,120.67825317383)",台中市
116324,"(24.17303276062,120.67824554443)",台中市
116326,"(24.17303276062,120.67824554443)",台中市
116337,"(24.17303276062,120.67824554443)",台中市
116339,"(23.892777777778,120.68194444444,23.8925,120.68166666667),23.892777777778,120.68166666667",南投縣
11634,"(24.967222222222,121.54388888889,24.967245101929,121.54404449463)",新北市
116344,"23.892777777778,120.68194444444),(23.904764175415,120.68431091309,23.892777777778,120.68166666667,23.8925,120.68166666667",南投縣
116349,"24.172924041748,120.6782913208),24.172866821289,120.67832946777,24.172929763794,120.6782989502,(24.172821044922,120.67840576172",台中市
116353,"(24.173034667969,120.67824554443)",台中市
11636,"(24.967222222222,121.54388888889,24.967245101929,121.54404449463)",新北市
116382,"(23.892980575562,120.68193817139)",南投縣
116383,"(23.892978668213,120.68193817139,23.892974853516,120.68193054199)",南投縣
116391,"23.892976760864,120.68193054199),(23.89298248291,120.68193817139",南投縣
116392,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116394,"(23.892978668213,120.68193054199,23.892978668213,120.68193817139,23.892974853516,120.6819229126)",南投縣
116395,"(23.892978668213,120.68193054199,23.892980575562,120.68193817139),23.892980575562,120.68193054199",南投縣
116401,"23.89298248291,120.68193054199,23.892976760864,120.68193054199,23.892974853516,120.6819152832,23.892976760864,120.68193817139,23.892980575562,120.68193817139),23.892980575562,120.68193054199,(23.89298248291,120.68193817139",南投縣
116404,"(23.892976760864,120.6819229126,23.892978668213,120.68193817139)",南投縣
116406,"23.892976760864,120.6819229126,23.892974853516,120.6819229126,23.892978668213,120.68193054199),(23.892976760864,120.6819152832,23.892978668213,120.68193817139",南投縣
116409,"23.892777777778,120.68166666667,(24.172979354858,120.67826843262,23.8925,120.68166666667),23.892777777778,120.68194444444",南投縣
11641,"(23.892777777778,120.68166666667)",南投縣
116415,"(23.892972946167,120.68190765381)",南投縣
116419,"(24.173034667969,120.67824554443)",台中市
116430,"(24.172901153564,120.67817687988)",台中市
116432,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116434,"(23.892978668213,120.68190765381,23.892978668213,120.68193817139)",南投縣
116435,"(23.892978668213,120.68193817139,23.892984390259,120.68193817139)",南投縣
116437,"(23.892974853516,120.6819229126)",南投縣
116440,"(23.892978668213,120.68193817139,23.892980575562,120.68193817139)",南投縣
116441,"23.892974853516,120.6819229126,23.892984390259,120.68193817139),23.892978668213,120.68193817139,(23.892972946167,120.68193054199",南投縣
116445,"(23.892980575562,120.68193817139)",南投縣
116446,"(23.892974853516,120.6819229126,23.892980575562,120.68193817139)",南投縣
116447,"23.892976760864,120.68193054199),(23.89298248291,120.68193817139",南投縣
116448,"23.892974853516,120.68193054199,23.892976760864,120.68193054199,23.892974853516,120.6819229126,23.892980575562,120.68193817139,23.892978668213,120.68193817139,(23.89298248291,120.68193817139,23.892972946167,120.6819229126)",南投縣
116453,"(23.892972946167,120.68190765381)",南投縣
116464,"23.892777777778,120.68194444444),(24.17303276062,120.67823791504,23.892777777778,120.68166666667,23.8925,120.68166666667",南投縣
11647,"(23.892777777778,120.68166666667)",南投縣
116517,"(24.173063278198,120.67830657959,24.173017501831,120.6782989502)",台中市
116523,"(23.89298248291,120.68193817139)",南投縣
116526,"(23.892978668213,120.68187713623,23.892976760864,120.68190002441,23.892974853516,120.68190765381,23.892976760864,120.68189239502),23.892972946167,120.68190002441",南投縣
116534,"23.892777777778,120.68166666667,(24.172979354858,120.67826843262,23.8925,120.68166666667),23.892777777778,120.68194444444",南投縣
116540,"(23.892777777778,120.68166666667)",南投縣
116541,"(23.89298248291,120.68193817139)",南投縣
116543,"(23.89298248291,120.68193817139)",南投縣
116544,"(23.89298248291,120.68193817139)",南投縣
116547,"(23.904764175415,120.68431091309)",南投縣
116553,"23.892777777778,120.68194444444),(24.17303276062,120.67823791504,23.892777777778,120.68166666667,23.8925,120.68166666667",南投縣
116555,"23.892777777778,120.68166666667,(24.172979354858,120.67826843262,23.8925,120.68166666667),23.892777777778,120.68194444444",南投縣
116557,"23.892777777778,120.68166666667,(24.172979354858,120.67826843262,23.8925,120.68166666667),23.892777777778,120.68194444444",南投縣
116559,"(23.904764175415,120.68431091309)",南投縣
116563,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116565,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116567,"(24.17303276062,120.67824554443)",台中市
116569,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
11657,"23.8925,120.68166666667),(23.892777777778,120.68166666667",南投縣
116571,"(23.904764175415,120.68431091309,24.173042297363,120.6782989502)",南投縣
116573,"(24.172901153564,120.67817687988)",台中市
116577,"(24.172933578491,120.67826843262)",台中市
116579,"23.892777777778,120.68166666667,(24.172979354858,120.67826843262,23.8925,120.68166666667),23.892777777778,120.68194444444",南投縣
116581,"23.892777777778,120.68194444444),(24.17303276062,120.67823791504,23.892777777778,120.68166666667,23.8925,120.68166666667",南投縣
116587,"(24.173034667969,120.67824554443)",台中市
116589,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116591,"(23.904764175415,120.68431091309)",南投縣
116593,"23.892777777778,120.68194444444),(24.17303276062,120.67823791504,23.892777777778,120.68166666667,23.8925,120.68166666667",南投縣
116595,"(24.17303276062,120.67824554443)",台中市
116597,"(23.904764175415,120.68431091309)",南投縣
116599,"(24.173063278198,120.67830657959,24.173017501831,120.6782989502)",台中市
116601,"(24.173034667969,120.67824554443)",台中市
116603,"(23.904764175415,120.68431091309,24.173042297363,120.6782989502)",南投縣
116605,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116607,"(23.892777777778,120.68194444444,23.8925,120.68166666667),23.892777777778,120.68166666667",南投縣
116609,"24.172962188721,120.67833709717),24.172916412354,120.67831420898,(24.173021316528,120.67830657959",台中市
116611,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116613,"24.172962188721,120.67833709717),24.172916412354,120.67831420898,(24.173021316528,120.67830657959",台中市
116615,"(23.904764175415,120.68431091309)",南投縣
116617,"(23.904764175415,120.68431091309)",南投縣
116619,"(23.904764175415,120.68431091309)",南投縣
116621,"(24.172901153564,120.67817687988)",台中市
116623,"23.892777777778,120.68166666667,(24.172979354858,120.67826843262,23.8925,120.68166666667),23.892777777778,120.68194444444",南投縣
116631,"(23.892972946167,120.68190765381)",南投縣
116643,"(23.892777777778,120.68194444444,23.8925,120.68166666667),23.892777777778,120.68166666667",南投縣
116644,"(23.89298248291,120.68193817139)",南投縣
116646,"(23.892984390259,120.68193817139)",南投縣
116650,"23.89298248291,120.68193817139,(23.892984390259,120.68193817139,23.89298248291,120.68193054199,23.892777777778,120.68166666667)",南投縣
116651,"23.888458251953,120.68019866943,23.89298248291,120.68193817139,(23.892984390259,120.68193817139,23.892984390259,120.68193054199)",南投縣
116657,"23.892976760864,120.68193054199,23.888458251953,120.68019866943,(23.89298248291,120.68193817139,23.892984390259,120.68193817139,23.892984390259,120.68193054199)",南投縣
116666,"(23.89298248291,120.68193817139)",南投縣
116667,"(23.89298248291,120.68193817139)",南投縣
116678,"23.89298248291,120.68193817139),(23.892984390259,120.68193817139",南投縣
116679,"(23.892978668213,120.68193054199)",南投縣
116680,"(23.892978668213,120.68193054199)",南投縣
116682,"23.888458251953,120.68019866943,(23.892976760864,120.68193054199,23.892984390259,120.68193054199)",南投縣
116683,"23.888458251953,120.68019866943,(23.892976760864,120.68193054199,23.892984390259,120.68193054199)",南投縣
116694,"(23.892980575562,120.68193817139)",南投縣
116695,"(23.892980575562,120.68193817139)",南投縣
116705,"(23.892984390259,120.68193817139,23.892980575562,120.68193054199)",南投縣
116711,"23.888611111111,120.70916666667),(23.888888888889,120.70888888889,23.888888888889,120.70916666667",南投縣
116712,"(23.892984390259,120.68193817139,23.892980575562,120.68193054199)",南投縣
116715,"(23.892978668213,120.68193054199,23.892984390259,120.68193054199),23.888458251953,120.68019866943",南投縣
116719,"(23.892976760864,120.68193817139)",南投縣
116721,"(23.892984390259,120.68193817139,23.892980575562,120.68193054199)",南投縣
116723,"(23.904764175415,120.68431091309)",南投縣
116725,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116728,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116731,"(24.172946929932,120.67825317383)",台中市
116733,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116738,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116741,"(23.888888888889,120.70916666667)",南投縣
116744,"(23.904764175415,120.68431091309)",南投縣
116752,"(24.172946929932,120.67825317383)",台中市
116754,"(24.173034667969,120.67824554443)",台中市
116756,"(23.888888888889,120.70916666667,23.904722222222,120.68416666667,23.888611111111,120.70916666667)",南投縣
116759,"(23.892978668213,120.68193054199,23.892972946167,120.6819152832)",南投縣
116760,"23.892777777778,120.68194444444),(24.17303276062,120.67823791504,23.892777777778,120.68166666667,23.8925,120.68166666667",南投縣
116767,"(23.892984390259,120.68193817139,23.892976760864,120.68193817139)",南投縣
116768,"(23.892984390259,120.68193817139,23.892976760864,120.68193054199)",南投縣
116769,"(23.892978668213,120.68193817139,23.892976760864,120.68193054199)",南投縣
116770,"23.892984390259,120.68193817139,23.892976760864,120.68193054199,23.888458251953,120.68019866943,(23.892978668213,120.68193817139,23.892984390259,120.68193054199)",南投縣
116771,"23.89298248291,120.68193817139),(23.892984390259,120.68193817139,23.892976760864,120.68193054199",南投縣
116772,"23.892984390259,120.68193817139,23.892976760864,120.68193054199,23.888458251953,120.68019866943,(23.892978668213,120.68193817139,23.892984390259,120.68193054199)",南投縣
116774,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116776,"(23.892984390259,120.68193817139)",南投縣
116777,"(23.892978668213,120.68193817139,23.89298248291,120.68193817139,23.892984390259,120.68193817139)",南投縣
116796,"(23.888888888889,120.70916666667)",南投縣
116800,"(24.173044204712,120.67823028564)",台中市
116809,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116824,"(23.904764175415,120.68431091309)",南投縣
116826,"(24.173034667969,120.67824554443)",台中市
116833,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116845,"24.172924041748,120.6782913208),24.172866821289,120.67832946777,24.172929763794,120.6782989502,(24.172821044922,120.67840576172",台中市
116848,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116851,"(23.89296913147,120.6819152832)",南投縣
116853,"(23.892976760864,120.68193817139)",南投縣
116857,"(23.892984390259,120.68193817139,23.892976760864,120.68193817139)",南投縣
116858,"24.172924041748,120.6782913208),24.172866821289,120.67832946777,24.172929763794,120.6782989502,(24.172821044922,120.67840576172",台中市
116862,"(23.904764175415,120.68431091309)",南投縣
116865,"(23.892976760864,120.68193817139)",南投縣
116866,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116868,"(24.172901153564,120.67817687988)",台中市
116873,"(24.172946929932,120.67825317383)",台中市
116875,"(23.892984390259,120.68193817139,23.892976760864,120.68193054199,23.892984390259,120.68193054199,23.888458251953,120.68019866943,23.892972946167,120.6819229126)",南投縣
116878,"(24.173044204712,120.67823028564)",台中市
116880,"(23.892978668213,120.68193054199,23.892984390259,120.68193817139,23.89298248291,120.68193817139)",南投縣
116881,"(24.172933578491,120.67826843262)",台中市
116884,"(23.892976760864,120.68193054199)",南投縣
116885,"23.888458251953,120.68019866943,23.89298248291,120.68193817139,(23.892984390259,120.68193817139,23.892984390259,120.68193054199)",南投縣
116886,"23.89298248291,120.68193817139,(23.892984390259,120.68193817139,23.892980575562,120.68193054199)",南投縣
116887,"23.892777777778,120.68166666667,(24.172979354858,120.67826843262,23.8925,120.68166666667),23.892777777778,120.68194444444",南投縣
116890,"(23.892978668213,120.68193054199)",南投縣
116891,"23.89298248291,120.68193817139),(23.892984390259,120.68193817139,23.892976760864,120.68190765381",南投縣
116894,"(23.892980575562,120.68193817139)",南投縣
116895,"(23.892978668213,120.68193054199,23.892984390259,120.68193817139,23.892974853516,120.6819229126)",南投縣
116901,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116903,"23.892777777778,120.68194444444),(24.17303276062,120.67823791504,23.892777777778,120.68166666667,23.8925,120.68166666667",南投縣
116905,"24.172924041748,120.6782913208),24.172866821289,120.67832946777,24.172929763794,120.6782989502,(24.172821044922,120.67840576172",台中市
116912,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116914,"(23.904764175415,120.68431091309)",南投縣
116916,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116918,"23.892777777778,120.68194444444),(24.17303276062,120.67823791504,23.892777777778,120.68166666667,23.8925,120.68166666667",南投縣
116923,"(23.904764175415,120.68431091309)",南投縣
116926,"23.892777777778,120.68194444444),(24.17303276062,120.67823791504,23.892777777778,120.68166666667,23.8925,120.68166666667",南投縣
116935,"(23.892972946167,120.68190765381)",南投縣
116941,"(23.892992019653,120.68193054199)",南投縣
116946,"(23.892972946167,120.68190765381)",南投縣
116954,"23.892777777778,120.68166666667,(24.172979354858,120.67826843262,23.8925,120.68166666667),23.892777777778,120.68194444444",南投縣
116956,"(23.888888888889,120.70916666667)",南投縣
116960,"(23.892974853516,120.6819229126)",南投縣
116961,"23.892978668213,120.6819229126),(23.892972946167,120.6819229126",南投縣
116962,"(23.892974853516,120.6819229126,23.892978668213,120.6819229126)",南投縣
116967,"(23.892974853516,120.6819229126)",南投縣
116968,"(23.892972946167,120.6819229126)",南投縣
116970,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
116973,"24.172962188721,120.67833709717),24.172916412354,120.67831420898,(24.173021316528,120.67830657959",台中市
116986,"23.892972946167,120.6819229126),(23.892980575562,120.68193054199",南投縣
116987,"(23.892974853516,120.6819229126,23.892980575562,120.68193054199)",南投縣
116990,"23.892986297607,120.68193054199),23.892976760864,120.68193054199,(23.892972946167,120.68193054199",南投縣
116993,"(23.892984390259,120.68193817139,23.892976760864,120.68193054199,23.892980575562,120.68193054199,23.892777777778,120.68166666667)",南投縣
116998,"23.892986297607,120.68193054199),(23.892972946167,120.68193054199",南投縣
117000,"(23.892984390259,120.68193817139,23.892976760864,120.68193054199,23.892777777778,120.68166666667,23.892988204956,120.68193817139)",南投縣
117003,"23.892986297607,120.68193817139),(23.892980575562,120.68193054199",南投縣
117006,"(23.892980575562,120.68193817139,23.892986297607,120.68193817139)",南投縣
117008,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
117011,"(23.888888888889,120.70916666667,23.904722222222,120.68416666667,23.888611111111,120.70916666667)",南投縣
117013,"(23.888888888889,120.70916666667,23.904722222222,120.68416666667,23.888611111111,120.70916666667)",南投縣
117015,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
117017,"(24.172946929932,120.67825317383)",台中市
117019,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
117025,"(24.17303276062,120.67824554443)",台中市
117027,"(23.888888888889,120.70916666667,23.904722222222,120.68416666667,23.888611111111,120.70916666667)",南投縣
117029,"(23.904932022095,120.68432617188)",南投縣
117030,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
117032,"24.172924041748,120.6782913208),24.172866821289,120.67832946777,24.172929763794,120.6782989502,(24.172821044922,120.67840576172",台中市
117035,"(23.904647827148,120.68427276611,23.904760360718,120.68431091309)",南投縣
117037,"(23.904760360718,120.68431091309)",南投縣
117039,"(24.17303276062,120.67824554443)",台中市
117045,"23.904932022095,120.68432617188),(23.904762268066,120.68431854248",南投縣
117047,"(23.904647827148,120.68427276611,23.904918670654,120.68425750732),23.904760360718,120.68431091309",南投縣
117048,"(23.904680252075,120.68432617188,23.904760360718,120.68431091309,23.904760360718,120.68431854248)",南投縣
117049,"(24.17303276062,120.67824554443)",台中市
117051,"(24.17303276062,120.67824554443)",台中市
117053,"(24.17303276062,120.67824554443)",台中市
117055,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
117059,"(23.904764175415,120.68431091309)",南投縣
117061,"23.888611111111,120.70916666667),(24.173065185547,120.67821502686,23.904722222222,120.68416666667,23.888888888889,120.70916666667",南投縣
117063,"(23.892777777778,120.68194444444,23.8925,120.68166666667),23.892777777778,120.68166666667",南投縣
117065,"(23.888888888889,120.70916666667,23.904722222222,120.68416666667,23.888611111111,120.70916666667)",南投縣
117069,"(24.173044204712,120.67823028564)",台中市
117088,"(23.892972946167,120.68190765381)",南投縣
117107,"(23.647777777778,120.53361111111)",雲林縣
117108,"(23.647777777778,120.53361111111)",雲林縣
117111,"(24.172946929932,120.67825317383)",台中市
117120,"(23.892988204956,120.68193817139)",南投縣
117121,"23.89298248291,120.68194580078,23.892976760864,120.68193054199),23.892777777778,120.68166666667,(23.89298248291,120.68193817139,23.892984390259,120.68193817139",南投縣
117124,"23.892986297607,120.68193817139),(23.89298248291,120.68194580078,23.892980575562,120.68193054199",南投縣
117129,"(23.892988204956,120.68193817139)",南投縣
117133,"(23.892972946167,120.6819229126)",南投縣
117134,"(23.892974853516,120.6819229126)",南投縣
117135,"(23.892978668213,120.68193054199,23.892980575562,120.68193054199)",南投縣
117136,"23.892980575562,120.68193054199),(23.89298248291,120.68193817139",南投縣
117145,"(23.892777777778,120.68166666667)",南投縣
117147,"(24.17303276062,120.67824554443)",台中市
117149,"(23.89298248291,120.68193054199)",南投縣
117150,"(23.892988204956,120.68193817139)",南投縣
117151,"(23.892978668213,120.68193054199,23.89298248291,120.68193817139)",南投縣
117152,"23.892984390259,120.68193817139),(23.89298248291,120.68193054199",南投縣
117153,"23.892984390259,120.68193817139),(23.89298248291,120.68193054199",南投縣
117154,"23.892777777778,120.68194444444),(24.17303276062,120.67823791504,23.892777777778,120.68166666667,23.8925,120.68166666667",南投縣
117158,"23.892988204956,120.68193817139),(23.89298248291,120.68193817139",南投縣
117159,"23.892988204956,120.68193817139),(23.89298248291,120.68193817139",南投縣
117160,"23.892976760864,120.68189239502),(23.89298248291,120.68193817139",南投縣
117161,"(23.892984390259,120.68193817139,23.892988204956,120.68193817139)",南投縣
117163,"23.89298248291,120.68193817139,(23.892984390259,120.68193817139,23.892988204956,120.68193817139),23.892976760864,120.68189239502",南投縣
117173,"23.89298248291,120.68193817139,(23.892984390259,120.68193817139,23.892988204956,120.68193817139)",南投縣
117177,"(23.892980575562,120.6819229126)",南投縣
11718,"(24.967222222222,121.54388888889,24.967245101929,121.54404449463)",新北市
117181,"(23.904764175415,120.68431091309)",南投縣
117185,"(23.892984390259,120.68193054199)",南投縣
117188,"(23.892980575562,120.6819229126,23.892984390259,120.68193054199)",南投縣
11720,"(24.967222222222,121.54388888889)",新北市
117200,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
117210,"(23.892980575562,120.6819229126,23.892976760864,120.68189239502,23.892984390259,120.68193054199),23.892988204956,120.68193817139",南投縣
117213,"23.892777777778,120.68194444444),(24.17303276062,120.67823791504,23.892777777778,120.68166666667,23.8925,120.68166666667",南投縣
117215,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
117219,"(23.892777777778,120.68194444444,23.8925,120.68166666667),23.892777777778,120.68166666667",南投縣
117220,"23.888611111111,120.70916666667),23.904722222222,120.68416666667,(23.904764175415,120.68431091309,23.888888888889,120.70916666667",南投縣
117222,"23.892777777778,120.68194444444,23.888611111111,120.70916666667),23.892777777778,120.68166666667,(23.888888888889,120.70916666667,23.904722222222,120.68416666667,23.8925,120.68166666667",南投縣
117253,"(23.904764175415,120.68431091309)",南投縣
117259,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
117261,"(23.888888888889,120.70916666667,23.904722222222,120.68416666667,23.888611111111,120.70916666667)",南投縣
117263,"(23.904764175415,120.68431091309)",南投縣
117269,"(23.888888888889,120.70916666667,23.904722222222,120.68416666667,23.888611111111,120.70916666667)",南投縣
117271,"(23.904764175415,120.68431091309)",南投縣
117279,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
117281,"(24.172946929932,120.67825317383)",台中市
117283,"(24.173044204712,120.67823028564)",台中市
117287,"(24.172901153564,120.67817687988)",台中市
117289,"(23.888888888889,120.70916666667,23.904722222222,120.68416666667,23.888611111111,120.70916666667)",南投縣
117291,"(24.172946929932,120.67825317383)",台中市
117294,"(24.173034667969,120.67824554443)",台中市
117296,"(24.173034667969,120.67824554443)",台中市
117300,"(24.17303276062,120.67824554443)",台中市
117302,"(24.173044204712,120.67823028564)",台中市
117306,"(23.888888888889,120.70916666667,23.904722222222,120.68416666667,23.888611111111,120.70916666667)",南投縣
11731,"(24.967222222222,121.54388888889,24.967245101929,121.54404449463)",新北市
117311,"23.892777777778,120.68166666667,(24.172979354858,120.67826843262,23.8925,120.68166666667),23.892777777778,120.68194444444",南投縣
117315,"(24.172901153564,120.67817687988)",台中市
117317,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
117319,"(24.172946929932,120.67825317383)",台中市
117321,"(24.173044204712,120.67823028564)",台中市
117323,"(23.888888888889,120.70916666667,23.904722222222,120.68416666667,23.888611111111,120.70916666667)",南投縣
117328,"(23.892988204956,120.68193817139)",南投縣
117329,"(23.892988204956,120.68193817139)",南投縣
117330,"(23.904764175415,120.68431091309)",南投縣
117332,"23.892980575562,120.68193817139),(23.89298248291,120.68193054199",南投縣
117333,"(23.892978668213,120.68193054199,23.892986297607,120.68193054199)",南投縣
117335,"(23.892978668213,120.68193054199,23.892984390259,120.68193817139)",南投縣
117341,"(23.892978668213,120.68193054199,23.892986297607,120.68193817139)",南投縣
117349,"23.89298248291,120.68193054199,23.892986297607,120.68193054199,(23.89298248291,120.68193817139,23.892984390259,120.68193817139,23.892984390259,120.68193054199)",南投縣
117358,"(23.888888888889,120.70916666667,23.904722222222,120.68416666667,23.888611111111,120.70916666667)",南投縣
117360,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
117366,"(24.172946929932,120.67825317383)",台中市
117368,"(23.904764175415,120.68431091309)",南投縣
117370,"(24.173034667969,120.67824554443)",台中市
117372,"(24.17303276062,120.67824554443)",台中市
117378,"(23.6475,120.53333333333,23.647222222222,120.53333333333)",雲林縣
117380,"23.892777777778,120.68166666667,(24.172979354858,120.67826843262,23.8925,120.68166666667),23.892777777778,120.68194444444",南投縣
117382,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
117385,"23.892777777778,120.68194444444),(24.17303276062,120.67823791504,23.892777777778,120.68166666667,23.8925,120.68166666667",南投縣
117387,"(24.173063278198,120.67821502686,24.173015594482,120.67825317383)",台中市
117389,"24.172924041748,120.6782913208),24.172866821289,120.67832946777,24.172929763794,120.6782989502,(24.172821044922,120.67840576172",台中市
11739,"(24.967222222222,121.54388888889,24.967245101929,121.54404449463)",新北市
117393,"(24.17303276062,120.67824554443)",台中市
117395,"(24.172933578491,120.67826843262)",台中市
117397,"(23.888888888889,120.70916666667,23.904722222222,120.68416666667,23.888611111111,120.70916666667)",南投縣
117399,"(24.173034667969,120.67824554443)",台中市
117402,"(24.172901153564,120.67817687988)",台中市
117409,"23.892777777778,120.68166666667,(24.172979354858,120.67826843262,23.8925,120.68166666667),23.892777777778,120.68194444444",南投縣
117411,"23.892777777778,120.68166666667,(24.172979354858,120.67826843262,23.8925,120.68166666667),23.892777777778,120.68194444444",南投縣
117415,"23.892777777778,120.68166666667,(24.172979354858,120.67826843262,23.8925,120.68166666667),23.892777777778,120.68194444444",南投縣
117418,"24.172962188721,120.67833709717),24.172916412354,120.67831420898,(24.173021316528,120.67830657959",台中市
117421,"(23.888888888889,120.70916666667,23.904722222222,120.68416666667,23.888611111111,120.70916666667)",南投縣
117427,"(23.6475,120.53333333333,23.647222222222,120.53333333333)",雲林縣
117434,"23.892980575562,120.68193817139),(23.89298248291,120.68193054199",南投縣
117436,"(23.892986297607,120.68194580078)",南投縣
117437,"23.892980575562,120.68193054199),(23.89298248291,120.68193817139",南投縣
117439,"(23.892777777778,120.68194444444,23.8925,120.68166666667),23.892777777778,120.68166666667",南投縣
117440,"(23.89298248291,120.68193817139)",南投縣
117446,"(23.892986297607,120.68193817139)",南投縣
117455,"(23.892972946167,120.68190765381)",南投縣
117461,"(23.892980575562,120.68193054199)",南投縣
117462,"23.892984390259,120.68193054199),23.89298248291,120.68193817139,(23.892984390259,120.68193817139,23.892986297607,120.68193054199",南投縣
117465,"(23.892777777778,120.68194444444,23.8925,120.68166666667),23.892777777778,120.68166666667",南投縣
117467,"(23.892984390259,120.68193054199)",南投縣
117476,"(23.892984390259,120.68193054199)",南投縣
11748,"23.8925,120.68166666667),(23.892777777778,120.68166666667",南投縣
117483,"(23.89298248291,120.68193054199)",南投縣
117487,"23.892988204956,120.68193817139),(23.89298248291,120.68193054199",南投縣
117488,"(23.892978668213,120.68193817139,23.89298248291,120.68193817139,23.892986297607,120.68194580078),23.892974853516,120.6819229126",南投縣
